pic_id,url,tag,date_taken
25715456967,https://live.staticflickr.com/4678/25715456967_d91197e880_c.jpg,parrot,2017-12-09 06:18:06
25713703607,https://live.staticflickr.com/4740/25713703607_b84027bc3b_c.jpg,parrot,2017-12-29 16:08:41
25712218347,https://live.staticflickr.com/4706/25712218347_b4178e18d6_c.jpg,parrot,2018-02-21 14:40:24
25712218117,https://live.staticflickr.com/4618/25712218117_9f473d0eb0_c.jpg,parrot,2018-02-21 14:49:17
38769361130,https://live.staticflickr.com/4669/38769361130_a17b5c25a3_c.jpg,parrot,2018-03-01 13:21:07
38769358980,https://live.staticflickr.com/4668/38769358980_02bc7e4912_c.jpg,parrot,2018-03-01 13:18:57
39684862625,https://live.staticflickr.com/4779/39684862625_a16e170e5e_c.jpg,parrot,2018-03-01 13:17:54
25707235207,https://live.staticflickr.com/4759/25707235207_3b1b727969_c.jpg,parrot,2017-07-23 06:20:31
38766939730,https://live.staticflickr.com/4791/38766939730_29d359a431_c.jpg,parrot,2018-02-23 18:25:58
40532846472,https://live.staticflickr.com/4780/40532846472_0613a521d1_c.jpg,parrot,2018-03-02 10:32:23
38764894210,https://live.staticflickr.com/4622/38764894210_1fda2296d6_c.jpg,parrot,2017-06-14 10:22:56
40568326071,https://live.staticflickr.com/4723/40568326071_6a332fd6a5_c.jpg,parrot,2017-12-09 06:36:17
39672299425,https://live.staticflickr.com/4797/39672299425_c899538d8a_c.jpg,parrot,2018-03-02 14:30:32
39672017505,https://live.staticflickr.com/4711/39672017505_9d7fcb4f80_c.jpg,parrot,2018-03-01 20:09:38
38756508940,https://live.staticflickr.com/4648/38756508940_409517d99a_c.jpg,parrot,2018-03-01 20:05:43
40524217682,https://live.staticflickr.com/4757/40524217682_48812dac09_c.jpg,parrot,2018-03-01 20:05:17
39856238244,https://live.staticflickr.com/4741/39856238244_99da1d75a2_c.jpg,parrot,2018-03-01 20:04:31
25696255537,https://live.staticflickr.com/4771/25696255537_a340f626e7_c.jpg,parrot,2018-03-01 20:04:25
39856236124,https://live.staticflickr.com/4714/39856236124_9bef3eaf85_c.jpg,parrot,2018-03-01 20:04:18
39856233514,https://live.staticflickr.com/4630/39856233514_56638b92a5_c.jpg,parrot,2018-03-01 20:03:54
39671945625,https://live.staticflickr.com/4722/39671945625_54064640d8_c.jpg,parrot,2018-03-01 20:03:35
39671942525,https://live.staticflickr.com/4788/39671942525_e740ecd148_c.jpg,parrot,2018-03-01 20:03:19
40524193302,https://live.staticflickr.com/4724/40524193302_758393373c_c.jpg,parrot,2018-03-01 20:02:57
40566823421,https://live.staticflickr.com/4696/40566823421_b94d65832c_c.jpg,parrot,2018-03-01 20:01:56
25696223207,https://live.staticflickr.com/4614/25696223207_02737d3013_c.jpg,parrot,2018-03-01 20:01:47
39671922865,https://live.staticflickr.com/4753/39671922865_ff6d81ff4b_c.jpg,parrot,2018-03-01 20:01:31
38755128140,https://live.staticflickr.com/4668/38755128140_a0835dde4c_c.jpg,parrot,2012-11-28 03:04:25
39844168414,https://live.staticflickr.com/4700/39844168414_f164cb8641_c.jpg,parrot,2017-11-21 16:04:04
38743664470,https://live.staticflickr.com/4666/38743664470_f2f37cf65e_c.jpg,parrot,2018-02-28 15:14:12
25683110617,https://live.staticflickr.com/4711/25683110617_b06a6867c4_c.jpg,parrot,2018-02-28 15:17:45
25683109627,https://live.staticflickr.com/4746/25683109627_683aac34d9_c.jpg,parrot,2018-02-28 15:17:57
38743658540,https://live.staticflickr.com/4716/38743658540_7850e703e2_c.jpg,parrot,2018-02-28 15:19:10
38743657310,https://live.staticflickr.com/4609/38743657310_652b2c9f07_c.jpg,parrot,2018-02-28 15:19:16
38743655840,https://live.staticflickr.com/4622/38743655840_4cb382823c_c.jpg,parrot,2018-02-28 15:19:35
39843116614,https://live.staticflickr.com/4602/39843116614_ab9707b5f7_c.jpg,parrot,2018-02-28 15:20:05
26682730838,https://live.staticflickr.com/4766/26682730838_5b1d10f30f_c.jpg,parrot,2018-02-28 15:20:20
40511235612,https://live.staticflickr.com/4622/40511235612_96a45c13cb_c.jpg,parrot,2018-02-28 15:20:37
26682726558,https://live.staticflickr.com/4715/26682726558_22b55c68f4_c.jpg,parrot,2018-02-28 15:20:55
40506403892,https://live.staticflickr.com/4696/40506403892_00940594bd_c.jpg,parrot,2017-01-26 13:19:43
39837631004,https://live.staticflickr.com/4677/39837631004_d4103b0cd6_c.jpg,parrot,2018-02-14 06:22:50
40548287691,https://live.staticflickr.com/4716/40548287691_3ee99c2ec1_c.jpg,parrot,2016-10-23 21:48:41
40546905831,https://live.staticflickr.com/4696/40546905831_ecf84200f8_c.jpg,parrot,2018-02-28 20:09:56
25671742187,https://live.staticflickr.com/4766/25671742187_b439df8cfa_c.jpg,parrot,2018-02-28 21:50:23
39646754295,https://live.staticflickr.com/4663/39646754295_f25db3c335_c.jpg,parrot,2018-02-10 20:52:44
40497286952,No_url,parrot,2018-02-13 16:07:05
40537968491,https://live.staticflickr.com/4710/40537968491_7957ddc599_c.jpg,parrot,2018-02-19 07:37:46
40537967761,https://live.staticflickr.com/4604/40537967761_ee14a4c201_c.jpg,parrot,2018-02-19 07:38:07
39643072105,https://live.staticflickr.com/4712/39643072105_6e24f98871_c.jpg,parrot,2018-02-19 07:55:36
39643071045,https://live.staticflickr.com/4760/39643071045_b42d03b8df_c.jpg,parrot,2018-02-26 08:10:33
39643070165,https://live.staticflickr.com/4708/39643070165_29f1f7edd4_c.jpg,parrot,2018-02-26 08:10:54
39643069665,https://live.staticflickr.com/4709/39643069665_4d88116103_c.jpg,parrot,2018-02-26 08:11:20
40536202621,No_url,parrot,2018-02-24 13:21:35
25665022657,https://live.staticflickr.com/4741/25665022657_1639f17b4c_c.jpg,parrot,2017-02-19 17:08:11
39640595905,https://live.staticflickr.com/4625/39640595905_0ecacbefc0_c.jpg,parrot,2017-02-19 17:11:51
40535467851,https://live.staticflickr.com/4744/40535467851_8348ce4055_c.jpg,parrot,2017-01-08 15:58:55
39639864175,https://live.staticflickr.com/4714/39639864175_44871694f3_c.jpg,parrot,2017-11-18 07:14:27
25663647367,https://live.staticflickr.com/4674/25663647367_064bc160be_c.jpg,parrot,2017-11-18 06:40:00
39823712274,https://live.staticflickr.com/4668/39823712274_7dc4abc1c3_c.jpg,parrot,2017-11-18 08:04:16
38724077770,https://live.staticflickr.com/4747/38724077770_ec7ea68e03_c.jpg,parrot,2017-11-18 08:04:18
40532665771,https://live.staticflickr.com/4761/40532665771_7d8b8bc39d_c.jpg,parrot,2014-03-05 13:29:55
25661955397,https://live.staticflickr.com/4678/25661955397_a056c66dbe_c.jpg,parrot,2018-02-28 01:24:22
25661675147,https://live.staticflickr.com/4667/25661675147_636bfef154_c.jpg,parrot,2018-02-28 00:59:42
39821446704,https://live.staticflickr.com/4618/39821446704_4cff865fd6_c.jpg,parrot,2018-02-24 15:15:09
40486171672,https://live.staticflickr.com/4748/40486171672_3c2a502052_c.jpg,parrot,2016-01-14 02:39:39
39633025185,https://live.staticflickr.com/4706/39633025185_4f39371aa8_c.jpg,parrot,2016-01-25 22:58:47
40526277261,https://live.staticflickr.com/4608/40526277261_dbc0529c5e_c.jpg,parrot,2018-02-27 18:37:28
39812611664,https://live.staticflickr.com/4705/39812611664_174a994390_c.jpg,parrot,2016-05-27 11:43:52
26651725038,https://live.staticflickr.com/4706/26651725038_b683dc1762_c.jpg,parrot,2017-06-21 11:55:05
40522665791,https://live.staticflickr.com/4653/40522665791_a338e16161_c.jpg,parrot,2017-05-24 09:19:42
40522639591,https://live.staticflickr.com/4669/40522639591_0594ed954d_c.jpg,parrot,2017-03-17 09:47:57
40522634871,https://live.staticflickr.com/4664/40522634871_c435237941_c.jpg,parrot,2017-03-17 09:37:35
40480183872,https://live.staticflickr.com/4626/40480183872_054b1b38dd_c.jpg,parrot,2016-08-12 11:47:57
40479134142,https://live.staticflickr.com/4612/40479134142_eaf14165b7_c.jpg,parrot,2018-02-21 16:22:00
39810940144,https://live.staticflickr.com/4657/39810940144_7fc27ba624_c.jpg,parrot,2017-12-01 15:38:00
25644622807,https://live.staticflickr.com/4648/25644622807_e1718e1b19_c.jpg,parrot,2018-02-27 01:48:24
40513630691,https://live.staticflickr.com/4748/40513630691_545848fd2b_c.jpg,parrot,2018-02-27 09:53:24
39618456995,https://live.staticflickr.com/4752/39618456995_65e251b3e4_c.jpg,parrot,2018-01-12 10:04:06
39800483974,https://live.staticflickr.com/4716/39800483974_858152c087_c.jpg,parrot,2018-02-05 02:04:04
39613126175,https://live.staticflickr.com/4668/39613126175_2c331e8a1b_c.jpg,parrot,2018-02-19 06:50:59
25638024097,https://live.staticflickr.com/4610/25638024097_44d881194f_c.jpg,parrot,2018-02-19 07:14:22
38698128980,https://live.staticflickr.com/4715/38698128980_b5503f615a_c.jpg,parrot,2018-02-24 06:41:57
39798156024,https://live.staticflickr.com/4759/39798156024_14cb0b3aea_c.jpg,parrot,2018-02-24 07:31:38
38698110340,https://live.staticflickr.com/4604/38698110340_80a24535d6_c.jpg,parrot,2017-10-21 20:06:47
40465903472,https://live.staticflickr.com/4695/40465903472_1deccc90fe_c.jpg,parrot,2018-02-18 21:47:44
40465898302,https://live.staticflickr.com/4746/40465898302_63bfbf27ab_c.jpg,parrot,2017-10-21 20:10:29
25637930297,https://live.staticflickr.com/4614/25637930297_2e7017ac22_c.jpg,parrot,2018-02-19 00:19:17
25637922207,https://live.staticflickr.com/4722/25637922207_de6e18361b_c.jpg,parrot,2018-02-19 01:05:37
25637912857,https://live.staticflickr.com/4724/25637912857_24ea8b1f26_c.jpg,parrot,2018-02-19 01:06:42
39798084514,https://live.staticflickr.com/4612/39798084514_6be77b1b6e_c.jpg,parrot,2017-10-28 01:16:53
39798065104,https://live.staticflickr.com/4694/39798065104_dc17fd7684_c.jpg,parrot,2018-02-19 05:33:40
25637870207,https://live.staticflickr.com/4761/25637870207_e7b924161c_c.jpg,parrot,2018-02-19 05:39:23
39612991585,https://live.staticflickr.com/4605/39612991585_f79031174f_c.jpg,parrot,2018-02-19 05:44:24
39612980165,https://live.staticflickr.com/4715/39612980165_62cfff0211_c.jpg,parrot,2018-02-19 06:32:52
26637164938,https://live.staticflickr.com/4719/26637164938_86a21fb886_c.jpg,parrot,2014-03-29 15:31:01
26637163898,https://live.staticflickr.com/4713/26637163898_92b2c3c8fa_c.jpg,parrot,2014-03-29 15:35:59
26637163528,https://live.staticflickr.com/4608/26637163528_9f8b36213d_c.jpg,parrot,2014-03-29 15:37:45
