pic_id,latitude,longitude,county,region,country
51974685678,7.957114,80.757347,Matale District,Central Province,Sri Lanka
51973910823,7.956525,80.759713,Matale District,Central Province,Sri Lanka
51968020497,7.956525,80.759713,Matale District,Central Province,Sri Lanka
51969082623,7.957641,80.753598,Matale District,Central Province,Sri Lanka
51969578805,7.957641,80.753598,Matale District,Central Province,Sri Lanka
51969070808,7.957237,80.756570,Matale District,Central Province,Sri Lanka
51969065253,7.957237,80.756570,Matale District,Central Province,Sri Lanka
